2025-12-19 19:10:28.284 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-12-19 19:10:35.582 [main] INFO  c.e.l.service.ProductService - Product added | ID: 202 | Name: Bob's Product 3 | Price: €100.93666409739659 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:35.638 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Bob Smith | Email: bob.smith@email.com | ProductName: Bob's Product 4 | Price: €82.25326181598238 | Action: WRITE
2025-12-19 19:10:35.642 [main] INFO  c.e.l.service.ProductService - Product added | ID: 203 | Name: Bob's Product 4 | Price: €82.25326181598238 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:35.643 [main] INFO  c.e.l.p.service.UserProfileService - Profile type changed for user Bob Smith from READ_HEAVY to EXPENSIVE_SEEKER
2025-12-19 19:10:35.702 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Bob Smith | Email: bob.smith@email.com | ProductName: Bob's Product 5 | Price: €130.7514613091401 | Action: WRITE
2025-12-19 19:10:35.706 [main] INFO  c.e.l.service.ProductService - Product added | ID: 204 | Name: Bob's Product 5 | Price: €130.7514613091401 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:35.764 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Bob Smith | Email: bob.smith@email.com | ProductName: Bob's Product 6 | Price: €83.92976294709855 | Action: WRITE
2025-12-19 19:10:35.773 [main] INFO  c.e.l.service.ProductService - Product added | ID: 205 | Name: Bob's Product 6 | Price: €83.92976294709855 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:35.828 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Bob Smith | Email: bob.smith@email.com | ProductName: Bob's Product 7 | Price: €179.64072190413555 | Action: WRITE
2025-12-19 19:10:35.839 [main] INFO  c.e.l.service.ProductService - Product added | ID: 206 | Name: Bob's Product 7 | Price: €179.64072190413555 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:35.892 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Bob Smith | Email: bob.smith@email.com | ProductName: Bob's Product 8 | Price: €191.99935616366045 | Action: WRITE
2025-12-19 19:10:35.902 [main] INFO  c.e.l.service.ProductService - Product added | ID: 207 | Name: Bob's Product 8 | Price: €191.99935616366045 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:35.955 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Bob Smith | Email: bob.smith@email.com | ProductName: Bob's Product 9 | Price: €192.82120596515855 | Action: WRITE
2025-12-19 19:10:35.965 [main] INFO  c.e.l.service.ProductService - Product added | ID: 208 | Name: Bob's Product 9 | Price: €192.82120596515855 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.018 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Bob Smith | Email: bob.smith@email.com | ProductName: Bob's Product 10 | Price: €81.83702322443443 | Action: WRITE
2025-12-19 19:10:36.029 [main] INFO  c.e.l.service.ProductService - Product added | ID: 209 | Name: Bob's Product 10 | Price: €81.83702322443443 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.080 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Bob Smith | Email: bob.smith@email.com | ProductID: 5 | Action: READ
2025-12-19 19:10:36.090 [main] INFO  c.e.l.service.ProductService - Product found | ID: 5 | Name: Keyboard Cover | Price: €29.99 | User: bob.smith@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:36.143 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Bob Smith | Email: bob.smith@email.com | ProductID: 20 | Action: READ
2025-12-19 19:10:36.148 [main] INFO  c.e.l.service.ProductService - Product found | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: bob.smith@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:36.149 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: bob.smith@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:36.206 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Bob Smith | Email: bob.smith@email.com | ProductID: 18 | Action: READ
2025-12-19 19:10:36.211 [main] INFO  c.e.l.service.ProductService - Product found | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: bob.smith@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:36.211 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: bob.smith@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:36.269 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Bob Smith | Email: bob.smith@email.com | ProductID: 17 | Action: READ
2025-12-19 19:10:36.274 [main] INFO  c.e.l.service.ProductService - Product found | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: bob.smith@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:36.274 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: bob.smith@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:36.331 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Bob Smith | Email: bob.smith@email.com | ProductID: 11 | Action: READ
2025-12-19 19:10:36.337 [main] INFO  c.e.l.service.ProductService - Product found | ID: 11 | Name: Gaming Monitor | Price: €299.99 | User: bob.smith@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:36.337 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 11 | Name: Gaming Monitor | Price: €299.99 | User: bob.smith@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:36.395 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Bob Smith | Email: bob.smith@email.com | ProductID: 200 | Action: WRITE
2025-12-19 19:10:36.406 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 200 | Name: Bob's Updated Product 1 | Price: €219.43630398307897 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.458 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Bob Smith | Email: bob.smith@email.com | ProductID: 201 | Action: WRITE
2025-12-19 19:10:36.467 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 201 | Name: Bob's Updated Product 2 | Price: €184.12429672232594 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.521 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Bob Smith | Email: bob.smith@email.com | ProductID: 202 | Action: WRITE
2025-12-19 19:10:36.532 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 202 | Name: Bob's Updated Product 3 | Price: €200.09236487031077 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.585 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Bob Smith | Email: bob.smith@email.com | ProductID: 203 | Action: WRITE
2025-12-19 19:10:36.596 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 203 | Name: Bob's Updated Product 4 | Price: €237.53093930175393 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.649 [main] INFO  c.e.l.service.ProductService - Operation: updateProduct | User: Bob Smith | Email: bob.smith@email.com | ProductID: 204 | Action: WRITE
2025-12-19 19:10:36.664 [main] INFO  c.e.l.service.ProductService - Product updated | ID: 204 | Name: Bob's Updated Product 5 | Price: €197.881857439879 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.728 [main] INFO  c.e.l.service.ProductService - Operation: deleteProduct | User: Bob Smith | Email: bob.smith@email.com | ProductID: 207 | Action: WRITE
2025-12-19 19:10:36.745 [main] INFO  c.e.l.service.ProductService - Product deleted | ID: 207 | Name: Bob's Product 8 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.807 [main] INFO  c.e.l.service.ProductService - Operation: deleteProduct | User: Bob Smith | Email: bob.smith@email.com | ProductID: 208 | Action: WRITE
2025-12-19 19:10:36.812 [main] INFO  c.e.l.service.ProductService - Product deleted | ID: 208 | Name: Bob's Product 9 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.871 [main] INFO  c.e.l.service.ProductService - Operation: deleteProduct | User: Bob Smith | Email: bob.smith@email.com | ProductID: 209 | Action: WRITE
2025-12-19 19:10:36.876 [main] INFO  c.e.l.service.ProductService - Product deleted | ID: 209 | Name: Bob's Product 10 | User: bob.smith@email.com | Operation: WRITE | Status: SUCCESS
2025-12-19 19:10:36.934 [main] INFO  c.e.l.service.ProductService - Clearing user context for: bob.smith@email.com
2025-12-19 19:10:36.939 [main] INFO  c.e.l.p.service.UserProfileService - Exported profile for user Bob Smith to user-profiles/bob_smith_email_com_EXPENSIVE_SEEKER_profile.json
2025-12-19 19:10:36.939 [main] INFO  c.e.l.scenario.ScenarioExecutor - 📊 Exported profile for Bob Smith - Expected: WRITE-HEAVY
2025-12-19 19:10:36.940 [main] INFO  c.e.l.scenario.ScenarioExecutor - 
╔════════════════════════════════════════╗
2025-12-19 19:10:36.940 [main] INFO  c.e.l.scenario.ScenarioExecutor - ║  SCENARIO 3: Luxury Hunter (Charlie)  ║
2025-12-19 19:10:36.940 [main] INFO  c.e.l.scenario.ScenarioExecutor - ╚════════════════════════════════════════╝
2025-12-19 19:10:36.940 [main] INFO  c.e.l.service.UserService - Attempting to register user: charlie.davis@email.com
2025-12-19 19:10:36.946 [main] INFO  c.e.l.service.UserService - Successfully registered user: charlie.davis@email.com with ID: 3
2025-12-19 19:10:36.946 [main] INFO  c.e.l.scenario.ScenarioExecutor - ✅ Created user: Charlie Davis (charlie.davis@email.com)
2025-12-19 19:10:36.946 [main] INFO  c.e.l.service.ProductService - User context set for: Charlie Davis (charlie.davis@email.com)
2025-12-19 19:10:36.946 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Charlie Davis | Email: charlie.davis@email.com | Action: READ
2025-12-19 19:10:36.952 [main] INFO  c.e.l.service.ProductService - Retrieved 29 products | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:36.952 [main] INFO  c.e.l.p.service.UserProfileService - Created initial profile for user: Charlie Davis
2025-12-19 19:10:37.059 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 16 | Action: READ
2025-12-19 19:10:37.064 [main] INFO  c.e.l.service.ProductService - Product found | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.064 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.121 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 17 | Action: READ
2025-12-19 19:10:37.126 [main] INFO  c.e.l.service.ProductService - Product found | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.127 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.185 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 18 | Action: READ
2025-12-19 19:10:37.190 [main] INFO  c.e.l.service.ProductService - Product found | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.191 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.248 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 19 | Action: READ
2025-12-19 19:10:37.253 [main] INFO  c.e.l.service.ProductService - Product found | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.254 [main] INFO  c.e.l.p.service.UserProfileService - Profile type changed for user Charlie Davis from READ_HEAVY to EXPENSIVE_SEEKER
2025-12-19 19:10:37.254 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.310 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 20 | Action: READ
2025-12-19 19:10:37.314 [main] INFO  c.e.l.service.ProductService - Product found | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.315 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.374 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 16 | Action: READ
2025-12-19 19:10:37.379 [main] INFO  c.e.l.service.ProductService - Product found | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.379 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.437 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 17 | Action: READ
2025-12-19 19:10:37.441 [main] INFO  c.e.l.service.ProductService - Product found | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.442 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.501 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 18 | Action: READ
2025-12-19 19:10:37.503 [main] INFO  c.e.l.service.ProductService - Product found | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.503 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.565 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 19 | Action: READ
2025-12-19 19:10:37.569 [main] INFO  c.e.l.service.ProductService - Product found | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.570 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.629 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 20 | Action: READ
2025-12-19 19:10:37.632 [main] INFO  c.e.l.service.ProductService - Product found | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.632 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.692 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 16 | Action: READ
2025-12-19 19:10:37.695 [main] INFO  c.e.l.service.ProductService - Product found | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.695 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.754 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 17 | Action: READ
2025-12-19 19:10:37.757 [main] INFO  c.e.l.service.ProductService - Product found | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.757 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.817 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 18 | Action: READ
2025-12-19 19:10:37.820 [main] INFO  c.e.l.service.ProductService - Product found | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.821 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.880 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 19 | Action: READ
2025-12-19 19:10:37.883 [main] INFO  c.e.l.service.ProductService - Product found | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.883 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:37.942 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 20 | Action: READ
2025-12-19 19:10:37.947 [main] INFO  c.e.l.service.ProductService - Product found | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:37.948 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.006 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 16 | Action: READ
2025-12-19 19:10:38.011 [main] INFO  c.e.l.service.ProductService - Product found | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.012 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 16 | Name: MacBook Pro M3 Max | Price: €2499.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.068 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 17 | Action: READ
2025-12-19 19:10:38.073 [main] INFO  c.e.l.service.ProductService - Product found | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.074 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 17 | Name: iPhone 15 Pro Max 1TB | Price: €1599.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.132 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 18 | Action: READ
2025-12-19 19:10:38.135 [main] INFO  c.e.l.service.ProductService - Product found | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.136 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 18 | Name: Sony A7R V Camera | Price: €3899.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.194 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 19 | Action: READ
2025-12-19 19:10:38.196 [main] INFO  c.e.l.service.ProductService - Product found | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.196 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 19 | Name: LG OLED TV 77" | Price: €2999.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.255 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 20 | Action: READ
2025-12-19 19:10:38.259 [main] INFO  c.e.l.service.ProductService - Product found | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.259 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 20 | Name: Gaming Laptop RTX 4090 | Price: €3499.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.320 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 11 | Action: READ
2025-12-19 19:10:38.325 [main] INFO  c.e.l.service.ProductService - Product found | ID: 11 | Name: Gaming Monitor | Price: €299.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.326 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 11 | Name: Gaming Monitor | Price: €299.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.383 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 12 | Action: READ
2025-12-19 19:10:38.388 [main] INFO  c.e.l.service.ProductService - Product found | ID: 12 | Name: Mechanical Keyboard RGB | Price: €149.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.388 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 12 | Name: Mechanical Keyboard RGB | Price: €149.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.445 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 13 | Action: READ
2025-12-19 19:10:38.449 [main] INFO  c.e.l.service.ProductService - Product found | ID: 13 | Name: Noise Cancelling Headphones | Price: €349.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.450 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 13 | Name: Noise Cancelling Headphones | Price: €349.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.508 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 14 | Action: READ
2025-12-19 19:10:38.512 [main] INFO  c.e.l.service.ProductService - Product found | ID: 14 | Name: iPad Pro | Price: €899.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.512 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 14 | Name: iPad Pro | Price: €899.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.571 [main] INFO  c.e.l.service.ProductService - Operation: getProductById | User: Charlie Davis | Email: charlie.davis@email.com | ProductID: 15 | Action: READ
2025-12-19 19:10:38.576 [main] INFO  c.e.l.service.ProductService - Product found | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: charlie.davis@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.576 [main] INFO  c.e.l.service.ProductService - Expensive product view | ID: 15 | Name: MacBook Air M3 | Price: €1299.99 | User: charlie.davis@email.com | Operation: SEARCH_EXPENSIVE
2025-12-19 19:10:38.634 [main] INFO  c.e.l.service.ProductService - Clearing user context for: charlie.davis@email.com
2025-12-19 19:10:38.640 [main] INFO  c.e.l.p.service.UserProfileService - Exported profile for user Charlie Davis to user-profiles/charlie_davis_email_com_EXPENSIVE_SEEKER_profile.json
2025-12-19 19:10:38.641 [main] INFO  c.e.l.scenario.ScenarioExecutor - 📊 Exported profile for Charlie Davis - Expected: EXPENSIVE-SEEKER
2025-12-19 19:10:38.641 [main] INFO  c.e.l.scenario.ScenarioExecutor - 
╔════════════════════════════════════════╗
2025-12-19 19:10:38.641 [main] INFO  c.e.l.scenario.ScenarioExecutor - ║  SCENARIO 4: Product Manager (Diana)  ║
2025-12-19 19:10:38.641 [main] INFO  c.e.l.scenario.ScenarioExecutor - ╚════════════════════════════════════════╝
2025-12-19 19:10:38.641 [main] INFO  c.e.l.service.UserService - Attempting to register user: diana.martinez@email.com
2025-12-19 19:10:38.647 [main] INFO  c.e.l.service.UserService - Successfully registered user: diana.martinez@email.com with ID: 4
2025-12-19 19:10:38.648 [main] INFO  c.e.l.scenario.ScenarioExecutor - ✅ Created user: Diana Martinez (diana.martinez@email.com)
2025-12-19 19:10:38.648 [main] INFO  c.e.l.service.ProductService - User context set for: Diana Martinez (diana.martinez@email.com)
2025-12-19 19:10:38.648 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Diana Martinez | Email: diana.martinez@email.com | Action: READ
2025-12-19 19:10:38.654 [main] INFO  c.e.l.service.ProductService - Retrieved 29 products | User: diana.martinez@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.654 [main] INFO  c.e.l.p.service.UserProfileService - Created initial profile for user: Diana Martinez
2025-12-19 19:10:38.762 [main] INFO  c.e.l.service.ProductService - Operation: getAllProducts | User: Diana Martinez | Email: diana.martinez@email.com | Action: READ
2025-12-19 19:10:38.766 [main] INFO  c.e.l.service.ProductService - Retrieved 29 products | User: diana.martinez@email.com | Operation: READ | Status: SUCCESS
2025-12-19 19:10:38.873 [main] INFO  c.e.l.service.ProductService - Operation: addProduct | User: Diana Martinez | Email: diana.martinez@email.com | ProductName: Diana's Managed Product 1 | Price: €187.58603437429963 | Action: WRITE
2025-12-19 19:10:38.878 [main] INFO  c.e.l.service.ProductService - Product added | ID: 300 | Name: Diana's Managed Product 1 | Price: €187.58603437429963 | User: diana.martinez@email.com | Operation: WRITE | Status: SUCCESS
